areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2020-05-11,355,39669
nation,England,E92000001,2020-05-10,423,39314
nation,England,E92000001,2020-05-09,463,38891
nation,England,E92000001,2020-05-08,482,38428
nation,England,E92000001,2020-05-07,535,37946
nation,England,E92000001,2020-05-06,524,37411
nation,England,E92000001,2020-05-05,537,36887
nation,England,E92000001,2020-05-04,562,36350
nation,England,E92000001,2020-05-03,556,35788
nation,England,E92000001,2020-05-02,590,35232
nation,England,E92000001,2020-05-01,661,34642
nation,England,E92000001,2020-04-30,660,33981
nation,England,E92000001,2020-04-29,699,33321
nation,England,E92000001,2020-04-28,701,32622
nation,England,E92000001,2020-04-27,724,31921
nation,England,E92000001,2020-04-26,763,31197
nation,England,E92000001,2020-04-25,771,30434
nation,England,E92000001,2020-04-24,874,29663
nation,England,E92000001,2020-04-23,893,28789
nation,England,E92000001,2020-04-22,939,27896
nation,England,E92000001,2020-04-21,916,26957
nation,England,E92000001,2020-04-20,992,26041
nation,England,E92000001,2020-04-19,967,25049
nation,England,E92000001,2020-04-18,1030,24082
nation,England,E92000001,2020-04-17,1107,23052
nation,England,E92000001,2020-04-16,1147,21945
nation,England,E92000001,2020-04-15,1100,20798
nation,England,E92000001,2020-04-14,1080,19698
nation,England,E92000001,2020-04-13,1076,18618
nation,England,E92000001,2020-04-12,1208,17542
nation,England,E92000001,2020-04-11,1203,16334
nation,England,E92000001,2020-04-10,1163,15131
nation,England,E92000001,2020-04-09,1177,13968
nation,England,E92000001,2020-04-08,1286,12791
nation,England,E92000001,2020-04-07,1145,11505
nation,England,E92000001,2020-04-06,1025,10360
nation,England,E92000001,2020-04-05,1063,9335
nation,England,E92000001,2020-04-04,1023,8272
nation,England,E92000001,2020-04-03,927,7249
nation,England,E92000001,2020-04-02,892,6322
nation,England,E92000001,2020-04-01,826,5430
nation,England,E92000001,2020-03-31,741,4604
nation,England,E92000001,2020-03-30,631,3863
nation,England,E92000001,2020-03-29,531,3232
nation,England,E92000001,2020-03-28,449,2701
nation,England,E92000001,2020-03-27,416,2252
nation,England,E92000001,2020-03-26,370,1836
nation,England,E92000001,2020-03-25,299,1466
nation,England,E92000001,2020-03-24,237,1167
nation,England,E92000001,2020-03-23,188,930
nation,England,E92000001,2020-03-22,172,742
nation,England,E92000001,2020-03-21,126,570
nation,England,E92000001,2020-03-20,109,444
nation,England,E92000001,2020-03-19,71,335
nation,England,E92000001,2020-03-18,66,264
nation,England,E92000001,2020-03-17,54,198
nation,England,E92000001,2020-03-16,44,144
nation,England,E92000001,2020-03-15,28,100
nation,England,E92000001,2020-03-14,19,72
nation,England,E92000001,2020-03-13,16,53
nation,England,E92000001,2020-03-12,11,37
nation,England,E92000001,2020-03-11,7,26
nation,England,E92000001,2020-03-10,3,19
nation,England,E92000001,2020-03-09,5,16
nation,England,E92000001,2020-03-08,2,11
nation,England,E92000001,2020-03-07,0,9
nation,England,E92000001,2020-03-06,2,9
nation,England,E92000001,2020-03-05,2,7
nation,England,E92000001,2020-03-04,1,5
nation,England,E92000001,2020-03-03,0,4
nation,England,E92000001,2020-03-02,1,4
nation,England,E92000001,2020-03-01,0,3
nation,England,E92000001,2020-02-29,0,3
nation,England,E92000001,2020-02-28,0,3
nation,England,E92000001,2020-02-27,0,3
nation,England,E92000001,2020-02-26,0,3
nation,England,E92000001,2020-02-25,0,3
nation,England,E92000001,2020-02-24,0,3
nation,England,E92000001,2020-02-23,0,3
nation,England,E92000001,2020-02-22,1,3
nation,England,E92000001,2020-02-21,0,2
nation,England,E92000001,2020-02-20,0,2
nation,England,E92000001,2020-02-19,0,2
nation,England,E92000001,2020-02-18,0,2
nation,England,E92000001,2020-02-17,0,2
nation,England,E92000001,2020-02-16,0,2
nation,England,E92000001,2020-02-15,0,2
nation,England,E92000001,2020-02-14,0,2
nation,England,E92000001,2020-02-13,0,2
nation,England,E92000001,2020-02-12,0,2
nation,England,E92000001,2020-02-11,0,2
nation,England,E92000001,2020-02-10,0,2
nation,England,E92000001,2020-02-09,0,2
nation,England,E92000001,2020-02-08,0,2
nation,England,E92000001,2020-02-07,0,2
nation,England,E92000001,2020-02-06,0,2
nation,England,E92000001,2020-02-05,0,2
nation,England,E92000001,2020-02-04,0,2
nation,England,E92000001,2020-02-03,0,2
nation,England,E92000001,2020-02-02,1,2
nation,England,E92000001,2020-02-01,0,1
nation,England,E92000001,2020-01-31,0,1
nation,England,E92000001,2020-01-30,1,1
